Child_BIRTHS,MARITAL_STATUS,RESID_STATE,AGE,EMPLOYMENT,EDUC_LEVEL,YEAR,working_women,current_state
0,2,4,15,0,0,17,False,False
0,1,49,18,7,12,17,False,False
0,2,6,18,7,11,17,False,False
0,2,39,15,0,0,17,False,False
0,2,39,16,7,10,17,False,False
0,2,13,17,1,11,17,True,False
0,2,6,17,7,11,17,False,False
0,2,6,18,7,11,17,False,False
0,2,53,17,1,11,17,True,False
0,2,53,16,7,9,17,False,False
0,2,53,15,0,0,17,False,False
0,2,12,15,0,0,17,False,False
0,2,53,15,0,0,17,False,False
0,2,42,18,1,12,17,True,False
0,2,42,15,0,0,17,False,False
0,2,25,16,1,11,17,True,False
0,2,42,19,1,13,17,True,False
0,2,24,17,1,11,17,True,True
0,2,42,18,1,12,17,True,False
0,2,5,18,1,12,17,True,False
0,2,21,16,7,8,17,False,False
0,2,5,17,1,11,17,True,False
0,2,5,17,7,11,17,False,False
0,2,48,17,7,10,17,False,False
0,2,48,19,3,12,17,False,False
0,2,48,17,9,11,17,False,False
0,2,48,16,7,10,17,False,False
0,2,39,17,1,11,17,True,False
0,2,31,17,1,11,17,True,False
0,2,46,15,0,0,17,False,False
0,2,51,18,1,13,17,True,False
0,2,51,19,7,14,17,False,False
0,2,40,18,7,13,17,False,False
0,2,5,15,0,0,17,False,False
0,1,29,16,1,9,17,True,False
0,2,27,17,1,10,17,True,False
0,2,6,17,3,11,17,False,False
0,2,13,18,1,12,17,True,False
0,2,29,18,1,13,17,True,False
0,2,26,15,0,0,17,False,False
0,2,5,18,7,13,17,False,False
0,2,47,18,7,12,17,False,False
0,2,31,17,1,12,17,True,False
0,2,31,16,1,10,17,True,False
0,2,12,16,7,8,17,False,False
0,2,12,16,7,9,17,False,False
0,2,17,19,7,13,17,False,False
0,2,12,17,7,11,17,False,False
0,2,37,19,7,12,17,False,False
0,2,6,18,7,12,17,False,False
0,2,6,15,0,0,17,False,False
0,2,6,19,7,12,17,False,False
0,2,4,16,7,10,17,False,False
2,5,6,19,1,12,17,True,False
0,2,55,18,1,10,17,True,False
0,2,12,16,1,10,17,True,False
0,2,48,16,7,13,17,False,False
0,2,48,16,7,10,17,False,False
0,2,6,18,1,12,17,True,False
0,2,6,19,7,12,17,False,False
0,2,6,15,0,0,17,False,False
0,2,6,17,7,12,17,False,False
0,2,6,16,7,10,17,False,False
0,2,6,16,7,10,17,False,False
0,2,13,19,7,12,17,False,False
0,2,48,18,7,11,17,False,False
0,2,34,15,0,0,17,False,False
0,2,34,15,0,0,17,False,False
1,2,48,19,1,13,17,True,False
0,2,48,17,7,11,17,False,False
0,2,0,17,6,12,17,False,False
0,1,6,19,7,14,17,False,False
1,2,6,16,7,10,17,False,False
0,2,6,19,8,12,17,False,False
1,2,6,18,7,11,17,False,False
0,2,6,18,7,12,17,False,False
0,2,6,16,7,10,17,False,False
1,2,48,17,1,12,17,True,False
0,2,6,17,7,0,17,False,False
1,2,32,18,1,12,17,True,False
1,2,32,16,3,9,17,False,False
0,2,32,15,0,0,17,False,False
0,2,48,15,0,0,17,False,False
0,2,8,16,7,11,17,False,False
0,2,6,17,7,11,17,False,False
0,2,12,17,7,11,17,False,False
0,2,6,17,7,10,17,False,False
0,2,6,19,7,12,17,False,False
0,2,6,15,0,0,17,False,False
1,1,6,19,8,14,17,False,False
0,2,18,17,7,10,17,False,False
0,2,12,19,7,12,17,False,False
0,2,6,19,3,12,17,False,False
0,2,48,17,7,11,17,False,False
0,2,6,18,6,11,17,False,False
0,2,48,16,7,9,17,False,False
0,2,12,16,7,9,17,False,False
0,2,48,17,7,11,17,False,False
0,2,48,17,7,11,17,False,False
0,2,36,17,3,11,17,False,False
0,2,0,19,3,14,17,False,False
0,2,13,19,1,13,17,True,False
0,2,12,17,7,10,17,False,False
0,2,12,16,7,9,17,False,False
0,2,32,16,7,11,17,False,False
0,2,12,19,1,13,17,True,False
0,2,12,17,7,11,17,False,False
0,2,31,18,1,12,17,True,False
0,2,36,18,7,12,17,False,False
0,2,24,17,7,11,17,False,True
0,2,6,17,9,0,17,False,False
0,2,9,16,7,10,17,False,False
0,2,21,17,7,11,17,False,False
0,0,21,19,1,13,17,True,False
0,2,9,16,7,10,17,False,False
0,2,6,18,7,11,17,False,False
0,1,12,19,1,12,17,True,False
0,2,27,18,0,0,17,False,False
0,2,27,15,0,0,17,False,False
0,2,36,16,7,10,17,False,False
0,1,36,16,7,11,17,False,False
0,2,31,16,1,9,17,True,False
0,2,26,18,1,11,17,True,False
0,2,9,17,7,9,17,False,False
0,2,17,19,7,14,17,False,False
1,2,17,18,3,11,17,False,False
0,2,17,18,7,11,17,False,False
0,2,39,15,0,0,17,False,False
0,2,39,19,3,12,17,False,False
1,2,39,19,3,12,17,False,False
0,2,39,16,7,8,17,False,False
0,2,24,15,0,0,17,False,True
0,2,24,19,7,12,17,False,True
0,2,39,17,7,10,17,False,False
0,2,39,15,0,0,17,False,False
0,2,26,19,3,12,17,False,False
0,2,26,16,7,11,17,False,False
0,2,26,17,7,10,17,False,False
3,2,26,17,1,10,17,True,False
0,2,26,16,7,9,17,False,False
0,2,26,16,7,10,17,False,False
0,2,26,16,7,10,17,False,False
0,2,48,18,7,11,17,False,False
0,2,48,16,7,10,17,False,False
0,2,13,17,1,12,17,True,False
0,2,29,16,7,11,17,False,False
0,2,12,18,7,13,17,False,False
0,2,24,15,0,0,17,False,True
2,2,51,18,3,11,17,False,False
0,2,37,15,0,0,17,False,False
0,2,28,16,7,9,17,False,False
0,2,28,16,7,10,17,False,False
0,2,28,18,7,11,17,False,False
0,2,28,15,0,0,17,False,False
0,2,37,19,3,12,17,False,False
1,2,37,19,1,12,17,True,False
0,2,37,16,3,9,17,False,False
0,2,37,17,7,11,17,False,False
0,2,48,18,1,13,17,True,False
0,2,37,19,1,13,17,True,False
0,2,37,17,7,11,17,False,False
0,2,37,17,1,11,17,True,False
0,2,34,15,0,0,17,False,False
0,2,6,19,1,13,17,True,False
0,2,45,16,7,9,17,False,False
0,2,45,17,3,11,17,False,False
0,2,39,16,7,9,17,False,False
0,2,45,17,7,11,17,False,False
0,2,45,19,1,12,17,True,False
0,2,37,16,3,9,17,False,False
0,2,28,18,1,13,17,True,False
0,2,1,19,7,12,17,False,False
0,2,22,18,1,12,17,True,False
0,2,6,17,7,10,17,False,False
0,2,26,16,5,10,17,False,False
0,2,18,16,7,11,17,False,False
0,2,29,19,7,13,17,False,False
0,2,12,18,3,12,17,False,False
0,2,48,18,7,12,17,False,False
0,2,48,19,1,12,17,True,False
3,2,28,19,1,10,17,True,False
0,2,28,19,7,13,17,False,False
0,2,28,16,7,11,17,False,False
0,2,28,17,1,11,17,True,False
0,2,28,17,1,11,17,True,False
0,2,13,15,0,0,17,False,False
0,2,24,19,7,12,17,False,True
0,2,6,19,7,13,17,False,False
0,2,6,16,7,10,17,False,False
0,2,45,19,0,0,17,False,False
0,2,37,19,7,13,17,False,False
0,2,37,16,7,12,17,False,False
0,2,37,17,7,10,17,False,False
0,2,37,19,1,13,17,True,False
0,2,12,16,7,9,17,False,False
0,2,13,16,7,10,17,False,False
0,2,45,19,3,13,17,False,False
0,2,45,16,7,9,17,False,False
0,2,45,19,7,11,17,False,False
0,2,28,19,1,13,17,True,False
0,2,28,18,3,12,17,False,False
0,2,28,16,7,10,17,False,False
0,2,28,16,7,8,17,False,False
0,2,28,17,0,0,17,False,False
0,2,13,18,7,12,17,False,False
0,2,34,15,0,0,17,False,False
0,2,28,15,0,0,17,False,False
0,2,26,16,3,10,17,False,False
0,2,29,16,7,10,17,False,False
0,2,24,18,7,12,17,False,True
0,2,24,17,1,10,17,True,True
1,2,39,16,3,10,17,False,False
0,2,42,19,7,13,17,False,False
0,2,42,16,7,10,17,False,False
0,2,1,15,0,0,17,False,False
0,2,37,19,1,14,17,True,False
1,2,37,17,7,11,17,False,False
0,2,45,17,7,10,17,False,False
0,2,48,19,7,11,17,False,False
0,2,13,18,1,12,17,True,False
1,2,28,18,7,12,17,False,False
0,2,28,18,3,12,17,False,False
0,2,39,19,1,12,17,True,False
0,2,29,18,7,13,17,False,False
0,2,29,19,1,12,17,True,False
0,2,29,18,1,11,17,True,False
0,2,48,19,3,11,17,False,False
1,2,48,16,7,9,17,False,False
0,2,18,19,1,11,17,True,False
1,2,39,19,1,10,17,True,False
0,2,39,16,7,11,17,False,False
0,2,36,17,1,12,17,True,False
0,2,13,16,7,10,17,False,False
0,2,36,16,7,9,17,False,False
0,2,36,17,7,11,17,False,False
0,2,45,18,1,11,17,True,False
0,2,45,19,7,13,17,False,False
0,2,6,17,5,10,17,False,False
0,2,48,17,1,11,17,True,False
0,2,37,17,7,10,17,False,False
0,2,37,17,7,11,17,False,False
1,2,37,18,3,12,17,False,False
1,2,37,19,1,12,17,True,False
0,2,53,19,9,13,17,False,False
0,2,12,16,1,10,17,True,False
0,2,48,17,7,11,17,False,False
0,2,5,17,7,11,17,False,False
0,2,28,18,7,12,17,False,False
0,2,39,18,7,12,17,False,False
0,2,13,15,0,0,17,False,False
0,2,48,16,7,11,17,False,False
0,2,48,18,7,11,17,False,False
0,2,42,17,7,11,17,False,False
0,2,18,16,9,0,17,False,False
0,2,28,19,6,12,17,False,False
0,2,12,18,7,11,17,False,False
0,2,28,18,7,11,17,False,False
1,2,1,19,7,12,17,False,False
0,2,1,16,7,10,17,False,False
0,2,1,17,7,11,17,False,False
0,2,1,17,7,10,17,False,False
0,2,26,17,7,12,17,False,False
0,2,12,19,1,12,17,True,False
0,2,13,19,3,12,17,False,False
0,2,1,16,7,9,17,False,False
1,2,1,18,7,11,17,False,False
0,2,42,15,0,0,17,False,False
0,2,51,19,7,13,17,False,False
0,2,1,18,7,12,17,False,False
1,2,37,19,3,10,17,False,False
0,2,37,15,0,0,17,False,False
1,2,1,18,7,12,17,False,False
0,2,13,18,7,11,17,False,False
0,2,1,18,7,11,17,False,False
0,2,13,19,7,13,17,False,False
0,2,48,19,3,12,17,False,False
0,2,28,18,6,12,17,False,False
1,2,28,19,1,12,17,True,False
0,2,18,16,7,10,17,False,False
3,2,17,19,1,12,17,True,False
0,2,17,15,0,0,17,False,False
0,2,32,16,7,10,17,False,False
0,2,45,18,3,12,17,False,False
0,2,6,19,1,11,17,True,False
0,2,6,17,7,10,17,False,False
0,2,45,16,1,10,17,True,False
0,2,55,18,7,12,17,False,False
0,2,55,18,7,12,17,False,False
0,2,26,16,3,11,17,False,False
0,2,26,16,7,10,17,False,False
0,2,26,15,0,0,17,False,False
0,2,24,16,7,10,17,False,True
0,2,13,17,7,10,17,False,False
0,2,45,16,9,0,17,False,False
0,2,45,17,1,11,17,True,False
0,2,45,17,1,11,17,True,False
0,2,51,15,0,0,17,False,False
0,2,6,16,7,9,17,False,False
0,2,6,15,0,0,17,False,False
0,2,24,19,1,12,17,True,True
0,2,24,18,1,12,17,True,True
0,2,45,17,7,13,17,False,False
1,2,13,18,1,12,17,True,False
0,2,22,18,7,11,17,False,False
0,2,22,19,7,12,17,False,False
1,2,48,18,1,11,17,True,False
0,2,22,17,3,12,17,False,False
0,2,22,17,1,10,17,True,False
0,2,18,16,3,11,17,False,False
0,2,28,19,1,12,17,True,False
0,2,28,17,7,11,17,False,False
0,2,45,17,1,10,17,True,False
0,2,11,16,7,10,17,False,False
0,2,24,15,0,0,17,False,True
0,2,11,17,1,11,17,True,False
0,2,45,19,1,12,17,True,False
0,2,45,17,7,10,17,False,False
0,2,45,15,0,0,17,False,False
0,2,10,16,7,10,17,False,False
0,2,6,15,0,0,17,False,False
0,2,6,17,7,10,17,False,False
0,2,34,19,7,13,17,False,False
0,2,45,17,7,11,17,False,False
2,2,48,19,3,12,17,False,False
2,2,48,18,3,12,17,False,False
0,2,45,17,7,11,17,False,False
0,2,24,18,1,12,17,True,True
0,2,39,19,3,12,19,False,False
0,2,39,17,7,10,19,False,False
0,2,37,18,1,12,19,True,False
0,2,21,18,7,11,19,False,False
0,2,36,18,7,11,19,False,False
0,2,42,17,0,0,19,False,False
0,2,19,17,1,13,19,True,False
0,2,6,17,7,11,19,False,False
0,2,19,18,1,13,19,True,False
0,2,45,18,1,12,19,True,False
0,2,42,18,1,12,19,True,False
0,2,29,19,7,12,19,False,False
0,2,18,18,7,12,19,False,False
0,2,6,19,1,13,19,True,False
0,2,6,17,1,11,19,True,False
0,2,33,18,7,11,19,False,False
0,2,48,18,3,10,19,False,False
0,2,39,18,7,11,19,False,False
0,2,48,19,1,14,19,True,False
0,2,37,18,1,11,19,True,False
0,2,34,18,7,11,19,False,False
0,2,42,19,0,0,19,False,False
0,2,48,17,7,11,19,False,False
0,2,41,19,1,12,19,True,False
0,2,34,18,1,11,19,True,False
0,2,53,19,1,12,19,True,False
0,2,42,18,1,12,19,True,False
0,2,42,19,0,0,19,False,False
0,2,27,18,3,11,19,False,False
0,2,42,19,9,0,19,False,False
0,2,41,18,7,11,19,False,False
0,2,27,18,7,12,19,False,False
0,2,51,19,1,14,19,True,False
0,2,34,18,7,12,19,False,False
0,2,18,17,0,0,19,False,False
0,2,39,18,1,11,19,True,False
0,2,42,18,3,12,19,False,False
0,2,47,19,1,13,19,True,False
0,2,47,18,1,11,19,True,False
0,2,28,19,0,0,19,False,False
0,2,41,19,0,0,19,False,False
0,2,39,17,1,10,19,True,False
0,2,34,19,1,10,19,True,False
0,2,28,18,1,11,19,True,False
0,2,47,18,3,12,19,False,False
0,2,55,17,1,11,19,True,False
0,2,34,18,7,12,19,False,False
0,2,41,18,1,13,19,True,False
0,2,16,18,8,12,19,False,False
0,2,33,19,7,13,19,False,False
0,2,51,18,3,12,19,False,False
0,2,51,17,1,12,19,True,False
0,2,51,19,7,12,19,False,False
0,2,29,18,1,12,19,True,False
0,2,48,18,1,13,19,True,False
0,2,8,17,7,12,19,False,False
0,2,8,17,7,11,19,False,False
0,2,48,19,3,11,19,False,False
0,2,12,17,7,11,19,False,False
0,2,29,17,7,12,19,False,False
0,2,48,18,7,13,19,False,False
0,2,42,19,7,11,19,False,False
0,2,13,19,7,13,19,False,False
0,2,26,18,1,12,19,True,False
0,2,25,18,1,12,19,True,False
0,2,39,19,3,11,19,False,False
0,2,41,18,7,12,19,False,False
0,2,34,17,1,11,19,True,False
0,2,13,17,7,11,19,False,False
0,2,37,17,7,11,19,False,False
0,2,1,18,3,12,19,False,False
0,2,26,18,7,12,19,False,False
0,2,54,19,3,9,19,False,False
0,2,27,17,7,11,19,False,False
0,2,39,18,1,11,19,True,False
0,2,17,19,3,14,19,False,False
0,2,48,19,0,0,19,False,False
0,2,51,19,1,13,19,True,False
0,2,36,19,7,13,19,False,False
0,2,47,18,1,11,19,True,False
0,2,36,18,1,10,19,True,False
0,2,25,17,1,11,19,True,False
0,2,6,17,7,11,19,False,False
0,2,6,17,7,11,19,False,False
0,2,1,17,7,10,19,False,False
0,2,48,18,1,13,19,True,False
0,2,39,17,1,10,19,True,False
0,2,18,18,1,12,19,True,False
0,2,18,17,7,11,19,False,False
0,2,45,19,7,13,19,False,False
0,2,45,17,1,10,19,True,False
0,2,37,19,1,9,19,True,False
0,2,36,19,1,10,19,True,False
0,2,37,17,1,11,19,True,False
0,2,39,18,7,11,19,False,False
0,2,29,17,1,12,19,True,False
0,2,4,18,7,11,19,False,False
0,2,45,18,7,11,19,False,False
0,2,41,18,7,11,19,False,False
0,2,26,19,0,0,19,False,False
1,2,5,19,1,13,19,True,False
0,2,29,17,1,11,19,True,False
0,2,48,19,1,14,19,True,False
0,2,17,18,7,11,19,False,False
0,2,17,17,7,11,19,False,False
0,2,48,17,7,10,19,False,False
0,2,18,18,7,11,19,False,False
1,2,41,19,1,12,19,True,False
0,2,8,17,7,11,19,False,False
0,2,20,19,1,12,19,True,False
0,2,34,19,0,0,19,False,False
0,2,13,18,7,11,19,False,False
0,2,37,19,1,14,19,True,False
0,2,53,17,7,10,19,False,False
0,2,8,18,1,12,19,True,False
0,2,18,18,7,12,19,False,False
0,2,19,19,7,12,19,False,False
1,2,39,18,6,12,19,False,False
0,2,53,18,7,11,19,False,False
0,2,49,18,7,11,19,False,False
0,2,18,19,1,13,19,True,False
0,2,5,18,1,11,19,True,False
0,2,1,17,7,11,19,False,False
0,2,28,17,7,10,19,False,False
0,2,25,18,7,12,19,False,False
0,2,39,18,8,12,19,False,False
0,2,19,18,7,11,19,False,False
0,2,12,17,1,13,19,True,False
0,2,24,17,7,11,19,False,True
0,2,51,19,7,12,19,False,False
0,2,51,18,1,11,19,True,False
0,2,51,17,7,11,19,False,False
0,2,41,18,7,11,19,False,False
0,2,4,17,1,11,19,True,False
0,2,6,19,0,0,19,False,False
0,2,39,17,7,10,19,False,False
0,2,39,18,7,11,19,False,False
0,2,13,18,7,12,19,False,False
0,2,6,18,1,12,19,True,False
0,2,6,19,1,13,19,True,False
0,2,53,19,1,12,19,True,False
0,2,53,18,7,11,19,False,False
0,2,53,17,1,13,19,True,False
0,2,12,17,7,10,19,False,False
0,2,53,17,1,13,19,True,False
0,2,42,17,1,10,19,True,False
0,2,25,18,7,12,19,False,False
0,2,51,19,1,12,19,True,False
0,2,24,18,7,13,19,False,True
0,2,42,19,1,14,19,True,False
0,2,21,18,3,10,19,False,False
0,2,5,19,1,13,19,True,False
0,2,5,19,7,12,19,False,False
0,2,48,19,3,11,19,False,False
0,2,48,18,1,12,19,True,False
0,2,48,17,1,11,19,True,False
0,2,39,19,1,12,19,True,False
0,2,31,19,1,12,19,True,False
0,2,46,18,1,12,19,True,False
0,2,5,17,7,11,19,False,False
0,1,29,18,1,12,19,True,False
0,2,27,19,0,0,19,False,False
0,2,8,17,1,13,19,True,False
0,2,6,18,1,12,19,True,False
0,2,26,17,1,11,19,True,False
0,2,47,19,3,12,19,False,False
0,2,31,19,1,12,19,True,False
0,2,31,17,1,12,19,True,False
0,2,12,18,9,11,19,False,False
0,2,12,18,7,12,19,False,False
0,2,12,19,1,13,19,True,False
0,2,6,17,7,11,19,False,False
0,2,4,18,7,10,19,False,False
0,2,55,18,3,12,19,False,False
0,2,12,17,1,12,19,True,False
0,2,48,18,7,13,19,False,False
0,2,48,17,7,11,19,False,False
0,2,6,17,7,12,19,False,False
0,2,6,19,7,14,19,False,False
0,2,6,17,7,10,19,False,False
0,2,6,17,7,11,19,False,False
0,2,48,19,7,13,19,False,False
0,2,34,17,7,11,19,False,False
0,2,34,17,7,12,19,False,False
0,2,48,18,1,13,19,True,False
0,2,6,19,6,12,19,False,False
1,2,6,18,7,11,19,False,False
0,2,6,18,7,11,19,False,False
1,2,48,19,1,13,19,True,False
0,2,6,19,1,13,19,True,False
1,2,32,19,1,12,19,True,False
1,2,32,18,3,11,19,False,False
0,2,32,17,7,11,19,False,False
0,2,48,17,7,9,19,False,False
0,2,8,18,7,12,19,False,False
0,2,6,19,7,13,19,False,False
0,2,12,19,1,12,19,True,False
0,2,6,19,7,13,19,False,False
0,2,6,18,1,12,19,True,False
0,2,6,18,7,13,19,False,False
0,2,18,18,7,11,19,False,False
0,2,48,19,7,12,19,False,False
0,2,48,17,7,11,19,False,False
0,2,12,18,7,12,19,False,False
0,2,48,19,7,12,19,False,False
0,2,48,19,1,13,19,True,False
0,2,36,19,1,13,19,True,False
0,2,12,19,7,13,19,False,False
0,2,12,17,7,10,19,False,False
0,2,32,18,1,12,19,True,False
0,2,12,18,7,12,19,False,False
0,2,31,19,1,12,19,True,False
0,2,36,19,7,14,19,False,False
0,2,24,19,7,12,19,False,True
0,2,6,19,7,12,19,False,False
0,2,9,17,7,11,19,False,False
0,2,21,19,1,12,19,True,False
0,2,9,18,7,12,19,False,False
0,2,27,17,7,11,19,False,False
0,2,36,17,7,12,19,False,False
0,1,36,18,1,11,19,True,False
0,2,31,18,1,11,19,True,False
0,2,9,19,1,12,19,True,False
0,2,39,17,1,11,19,True,False
0,2,39,18,9,10,19,False,False
0,2,24,17,7,9,19,False,True
0,2,39,19,7,11,19,False,False
0,2,39,17,3,11,19,False,False
0,2,26,18,1,12,19,True,False
0,2,26,19,1,13,19,True,False
3,2,26,19,6,10,19,False,False
0,2,26,18,3,12,19,False,False
0,2,26,18,7,11,19,False,False
0,2,26,17,7,11,19,False,False
0,2,48,19,3,11,19,False,False
0,2,48,18,3,12,19,False,False
0,2,13,19,1,13,19,True,False
0,2,29,18,7,12,19,False,False
0,2,24,17,7,11,19,False,True
0,2,37,17,3,9,19,False,False
0,2,28,18,1,10,19,True,False
0,2,28,18,7,11,19,False,False
0,2,28,17,1,10,19,True,False
0,2,37,18,7,12,19,False,False
0,2,37,19,5,12,19,False,False
0,2,37,19,7,12,19,False,False
0,2,37,19,7,13,19,False,False
0,2,24,18,3,12,19,False,True
0,2,45,18,1,11,19,True,False
0,2,45,19,1,12,19,True,False
0,2,39,18,7,10,19,False,False
0,2,45,19,7,13,19,False,False
0,2,37,18,7,10,19,False,False
0,2,22,19,0,0,19,False,False
0,2,48,18,7,12,19,False,False
0,2,26,18,7,12,19,False,False
0,2,18,18,8,11,19,False,False
0,2,28,18,7,13,19,False,False
0,2,28,19,1,11,19,True,False
0,2,28,18,1,12,19,True,False
0,2,13,18,7,11,19,False,False
0,2,6,18,7,12,19,False,False
0,2,37,18,7,13,19,False,False
0,2,37,18,3,12,19,False,False
0,2,12,18,1,11,19,True,False
0,2,13,18,7,11,19,False,False
0,2,45,18,7,10,19,False,False
0,2,28,18,7,11,19,False,False
0,2,34,18,7,11,19,False,False
0,2,28,19,1,12,19,True,False
0,2,13,19,0,0,19,False,False
0,2,34,17,8,9,19,False,False
0,2,28,17,1,10,19,True,False
0,2,26,17,1,11,19,True,False
0,2,29,18,7,12,19,False,False
0,2,24,18,7,12,19,False,True
1,2,39,18,3,10,19,False,False
0,2,42,18,7,12,19,False,False
0,2,19,17,7,11,19,False,False
1,2,37,19,3,11,19,False,False
0,2,45,19,7,12,19,False,False
0,2,13,19,3,12,19,False,False
1,2,48,17,3,9,19,False,False
0,2,39,18,3,0,19,False,False
0,2,36,19,3,12,19,False,False
0,2,13,18,7,12,19,False,False
0,2,13,18,1,9,19,True,False
0,2,36,18,3,12,19,False,False
0,2,45,19,6,12,19,False,False
0,2,6,19,5,12,19,False,False
0,2,40,19,1,12,19,True,False
0,2,37,19,7,12,19,False,False
0,2,37,19,1,13,19,True,False
0,2,12,18,1,12,19,True,False
0,2,48,19,0,0,19,False,False
0,2,5,19,7,12,19,False,False
0,2,13,17,7,11,19,False,False
0,2,48,18,3,12,19,False,False
0,2,42,19,1,14,19,True,False
0,2,18,18,1,0,19,True,False
0,2,12,19,1,12,19,True,False
0,2,1,18,7,10,19,False,False
0,2,1,19,3,12,19,False,False
0,2,1,19,8,12,19,False,False
0,2,26,19,7,13,19,False,False
0,2,1,18,6,12,19,False,False
0,2,42,18,7,12,19,False,False
0,2,37,17,7,9,19,False,False
0,2,13,19,1,12,19,True,False
0,2,18,18,7,12,19,False,False
0,2,17,17,7,11,19,False,False
0,2,32,18,6,12,19,False,False
0,2,6,19,1,11,19,True,False
0,2,45,18,1,12,19,True,False
0,2,26,18,1,12,19,True,False
0,2,26,18,7,12,19,False,False
0,2,26,17,1,11,19,True,False
0,2,24,18,1,11,19,True,True
0,2,13,19,7,12,19,False,False
0,2,45,18,9,0,19,False,False
0,2,45,18,1,11,19,True,False
0,2,45,19,0,0,19,False,False
0,2,51,17,7,11,19,False,False
0,2,6,18,3,12,19,False,False
0,2,6,17,3,11,19,False,False
0,2,45,19,0,0,19,False,False
0,2,22,19,1,12,19,True,False
0,2,18,18,7,12,19,False,False
0,2,28,18,7,12,19,False,False
0,2,45,19,7,12,19,False,False
0,2,45,19,1,11,19,True,False
0,2,11,18,1,11,19,True,False
0,2,24,17,7,12,19,False,True
0,2,11,19,0,0,19,False,False
0,2,45,19,3,10,19,False,False
0,2,45,17,7,11,19,False,False
0,2,10,18,1,12,19,True,False
0,2,6,17,3,11,19,False,False
0,2,6,19,7,12,19,False,False
0,2,45,19,7,13,19,False,False
0,2,45,19,1,12,19,True,False
0,2,24,19,3,12,19,False,True
